BELGRADE_cloud_cover,BELGRADE_humidity,BELGRADE_pressure,BELGRADE_global_radiation,BELGRADE_precipitation,BELGRADE_sunshine,BELGRADE_temp_mean,BELGRADE_temp_min,BELGRADE_temp_max
7,0.79,1.0256,0.29,0.0,0.1,-0.3,-1.6,1.2
5,0.8,1.0288,0.77,0.0,5.5,1.6,-3.2,5.4
3,0.83,1.0371,0.86,0.0,7.2,2.5,0.4,7.4
0,0.72,1.0331,0.9,0.0,7.9,6.0,-0.6,12.1
2,0.73,1.0277,0.7,0.0,4.3,5.9,2.0,11.2
0,0.55,1.0234,0.91,0.0,8.0,7.3,2.2,12.4
0,0.55,1.0159,0.85,0.0,6.8,8.9,3.9,13.5
6,0.69,1.0073,0.5,0.0,1.6,8.9,7.1,13.9
6,0.73,1.0095,0.36,0.0,0.4,9.2,6.4,10.3
1,0.75,1.0172,0.88,0.0,7.4,9.2,5.6,13.6
1,0.8,1.0185,0.88,0.0,7.2,7.4,5.5,11.6
8,0.91,1.0262,0.29,0.0,0.1,5.5,1.1,7.4
4,0.79,1.0257,0.63,0.0,3.1,3.5,2.0,6.8
3,0.71,1.0221,0.7,0.0,4.0,4.4,2.6,8.2
1,0.73,1.0191,0.91,0.0,7.6,6.1,1.9,11.0
2,0.78,1.0217,0.62,0.0,2.8,7.0,2.8,11.7
4,0.64,1.0207,0.8,0.0,5.5,10.6,4.6,15.1
6,0.68,1.0128,0.39,0.04,0.5,10.5,8.7,13.8
7,0.93,1.019,0.52,0.0,1.6,7.6,6.0,10.5
6,0.93,1.0243,0.6,0.0,2.4,7.3,5.5,11.9
8,0.98,1.0258,0.26,0.02,0.0,5.5,4.6,6.4
7,0.93,1.0227,0.61,0.0,2.4,4.8,2.5,8.1
7,0.89,1.0186,0.4,0.0,0.5,6.5,2.3,7.9
2,0.66,1.0223,0.96,0.0,7.6,9.3,5.6,15.1
6,0.6,1.0227,0.26,0.0,0.0,7.9,6.0,9.6
0,0.57,1.0207,1.0,0.0,8.1,7.7,1.9,13.3
2,0.57,1.0136,0.96,0.0,7.2,7.7,2.3,12.7
7,0.78,1.0115,0.27,0.08,0.0,7.7,5.8,11.2
0,0.79,1.0168,1.03,0.0,8.2,6.2,2.1,10.6
6,0.55,1.0143,0.73,0.0,3.3,10.9,4.4,13.7
6,0.52,1.0133,0.52,0.0,1.1,14.0,10.8,17.0
7,0.64,1.0105,0.37,0.08,0.2,12.8,11.8,15.6
6,0.72,1.0051,0.72,0.32,3.0,11.5,9.3,16.1
7,0.8,1.0038,0.35,0.18,0.1,9.3,7.6,10.9
6,0.8,1.0118,0.51,0.0,0.9,6.7,5.7,8.9
6,0.79,1.0176,0.41,0.0,0.3,5.5,4.3,7.1
6,0.83,1.012,0.3,0.82,0.0,1.9,0.1,5.5
8,0.93,1.0107,0.3,0.68,0.0,-2.3,-3.3,0.1
6,0.8,1.014,0.37,0.01,0.1,-5.9,-6.8,-3.3
8,0.82,1.0096,0.31,0.0,0.0,-4.5,-7.7,-3.8
8,0.77,1.0048,0.72,0.18,2.4,-2.7,-4.7,0.4
6,0.79,1.0089,0.82,0.0,3.3,-1.4,-4.5,0.8
7,0.74,1.02,0.63,0.0,1.4,-2.5,-3.9,1.0
3,0.66,1.0246,0.93,0.0,4.4,-5.6,-7.1,-2.1
6,0.61,1.0236,0.75,0.0,2.3,-2.3,-6.6,-0.3
5,0.64,1.0199,0.84,0.0,3.1,-0.1,-2.5,1.4
0,0.7,1.0232,1.27,0.0,8.7,0.4,-0.9,3.8
0,0.69,1.0238,1.28,0.0,8.7,-0.5,-2.4,4.7
4,0.73,1.0187,0.96,0.0,4.1,1.6,-2.1,5.2
5,0.73,1.0147,0.84,0.02,2.8,4.9,0.7,9.7
2,0.7,1.0152,1.3,0.0,8.3,9.3,1.0,16.1
6,0.67,1.0106,0.36,0.01,0.0,11.1,7.1,13.4
7,0.67,1.0058,0.83,0.59,2.4,11.2,8.9,17.4
4,0.66,1.0104,1.13,0.0,5.5,9.8,3.4,12.7
3,0.52,1.0079,0.87,0.0,2.6,12.7,10.7,17.9
8,0.61,1.0059,0.65,0.0,0.9,10.5,5.2,18.6
0,0.61,1.0123,1.43,0.0,8.9,7.5,3.8,13.1
7,0.74,1.0106,0.82,0.02,1.9,6.9,6.0,10.8
1,0.57,1.0184,1.46,0.0,8.9,8.7,1.3,14.0
2,0.42,1.0153,1.44,0.0,8.4,16.5,7.2,23.0
4,0.74,1.0161,1.4,0.0,7.6,10.7,6.7,17.7
5,0.81,1.0229,1.23,0.0,5.4,9.8,6.0,13.2
4,0.44,1.0159,1.34,0.0,6.5,16.9,8.8,23.4
8,0.93,1.0167,0.42,0.07,0.0,8.0,7.5,17.6
7,0.76,1.014,0.92,0.0,2.1,9.8,7.2,14.7
7,0.81,1.0135,0.62,0.89,0.4,9.3,7.9,12.1
8,0.92,1.0195,0.44,0.39,0.0,6.4,5.4,8.8
7,0.84,1.023,0.44,0.0,0.0,6.4,5.2,8.4
1,0.68,1.0227,1.32,0.0,5.2,5.9,4.0,11.2
0,0.61,1.0226,1.68,0.0,9.2,7.7,1.7,13.4
5,0.56,1.0216,1.45,0.0,6.3,10.2,3.9,15.6
4,0.63,1.0137,1.45,0.0,6.1,9.8,5.4,15.0
4,0.69,1.0084,1.69,0.0,9.1,7.3,3.4,15.4
8,0.84,1.0017,0.44,0.62,0.0,7.0,4.1,8.4
3,0.78,1.0009,1.74,0.0,9.3,7.7,5.5,12.1
3,0.72,1.0002,1.72,0.05,8.9,7.3,4.8,12.7
8,0.91,1.0078,0.46,0.7,0.0,7.3,5.9,9.2
8,0.97,1.0176,0.46,1.05,0.0,7.6,6.5,8.4
6,0.94,1.0236,0.47,0.04,0.0,7.4,5.5,10.3
3,0.83,1.0268,1.28,0.0,4.1,10.0,4.9,13.5
6,0.86,1.0286,1.5,0.0,5.9,6.7,3.3,11.2
7,0.69,1.0268,0.92,0.11,1.5,5.8,3.7,10.0
1,0.68,1.0252,1.9,0.0,9.4,7.0,1.5,12.4
0,0.47,1.0282,2.02,0.0,10.5,10.5,3.9,16.5
0,0.5,1.0293,2.06,0.0,10.7,9.4,3.2,16.7
0,0.49,1.0257,2.07,0.0,10.7,10.8,4.0,18.4
3,0.49,1.0144,1.92,0.04,8.9,11.6,5.7,21.3
6,0.5,1.0127,1.4,0.0,4.2,13.5,7.0,16.3
2,0.5,1.0161,2.05,0.0,9.9,14.9,10.1,21.2
0,0.56,1.0181,2.13,0.0,10.5,15.2,8.0,20.6
3,0.69,1.0186,0.98,0.21,1.4,10.0,7.6,17.6
3,0.62,1.027,2.05,0.0,9.3,11.8,5.5,18.2
0,0.45,1.0215,2.24,0.0,11.1,16.3,8.0,22.7
0,0.35,1.0145,2.24,0.0,10.9,18.0,11.8,23.4
3,0.38,1.0088,1.61,0.0,5.1,18.1,13.3,22.9
7,0.79,1.0065,0.57,1.43,0.0,9.9,8.0,17.6
4,0.72,1.0101,1.93,0.0,7.5,7.7,5.7,11.5
7,0.66,1.0122,1.78,0.01,6.1,10.3,5.1,15.1
4,0.66,1.0118,2.1,0.49,8.7,12.7,7.3,16.8
7,0.71,1.0119,1.66,0.12,5.0,12.2,8.7,16.3
1,0.74,1.0198,2.31,0.0,10.3,12.6,8.6,18.2
0,0.62,1.0193,2.34,0.0,10.4,14.1,8.7,20.1
2,0.53,1.013,2.25,0.0,9.5,15.2,7.8,21.4
2,0.54,1.012,2.25,0.0,9.3,14.5,11.0,20.6
0,0.51,1.0132,2.3,0.0,9.6,15.5,8.9,20.8
3,0.54,1.0116,2.35,0.0,9.9,15.6,10.6,23.1
4,0.4,1.0079,2.26,0.0,9.0,19.9,11.2,25.1
5,0.6,1.0078,1.56,0.47,3.7,14.5,11.2,21.3
2,0.69,1.0171,1.7,0.01,4.5,10.0,7.8,14.4
4,0.75,1.0193,2.05,0.03,6.9,13.5,7.3,19.2
1,0.61,1.0174,2.56,0.0,11.1,16.8,8.9,22.6
6,0.65,1.0162,0.66,0.01,0.0,10.8,8.8,16.8
4,0.69,1.017,2.33,0.48,8.8,8.9,3.6,15.1
8,0.88,1.0172,1.45,0.67,2.7,8.5,6.1,12.8
5,0.68,1.0173,1.83,0.01,4.9,11.7,7.7,16.5
6,0.63,1.0163,1.55,0.0,3.1,11.8,8.8,16.4
4,0.53,1.0138,2.7,0.51,11.5,15.7,9.2,20.5
6,0.65,1.0139,1.33,0.0,1.9,8.8,6.6,16.3
7,0.8,1.0147,0.79,2.12,0.1,7.1,3.5,10.4
8,0.95,1.0129,0.7,1.01,0.0,8.8,6.6,10.0
8,0.98,1.0076,0.7,0.6,0.0,10.4,8.3,12.7
6,0.87,1.0046,1.67,0.43,3.5,12.5,10.0,16.2
7,0.78,1.009,2.11,0.3,6.2,13.6,9.5,19.6
4,0.66,1.0096,2.31,0.0,7.6,16.9,10.8,22.3
4,0.64,1.0117,2.74,0.0,10.9,18.3,13.3,23.3
7,0.68,1.0155,1.17,1.18,1.0,18.2,13.5,21.2
8,0.92,1.0115,0.73,0.17,0.0,16.2,14.7,18.0
6,0.73,1.0121,1.74,0.0,3.6,14.9,13.8,18.1
4,0.51,1.0117,1.75,0.0,3.6,15.7,13.1,19.9
4,0.47,1.0083,2.86,0.0,11.4,16.8,12.4,21.4
5,0.58,1.0048,2.36,0.0,7.4,17.4,13.0,22.4
7,0.82,1.0056,1.52,0.53,2.3,14.7,12.6,20.7
6,0.87,1.0068,1.15,0.92,0.8,14.0,12.3,18.1
2,0.82,1.0079,2.62,0.0,8.7,15.0,10.7,21.0
3,0.73,1.0084,2.11,0.0,5.0,16.8,11.4,21.5
7,0.81,1.0067,1.56,2.51,2.0,14.9,12.6,20.3
8,0.96,1.0055,0.77,4.68,0.0,9.5,8.4,13.6
2,0.57,1.0155,2.98,0.0,11.4,12.1,7.9,16.5
0,0.54,1.021,3.11,0.0,12.5,15.2,5.9,19.9
4,0.55,1.0174,3.07,0.0,12.0,18.2,10.8,24.4
6,0.67,1.0176,1.79,0.0,2.9,15.2,14.3,18.8
1,0.56,1.0166,3.19,0.0,12.9,18.4,10.7,23.7
2,0.6,1.0146,2.9,0.0,10.3,18.1,12.1,24.7
5,0.45,1.0096,2.92,0.39,10.4,23.0,15.7,27.7
6,0.76,1.0128,2.36,0.02,6.1,12.9,9.7,22.9
7,0.8,1.0127,1.41,2.09,1.2,14.8,10.4,18.9
8,0.97,1.0053,0.81,10.98,0.0,11.9,11.6,14.2
8,0.97,1.0021,0.81,4.44,0.0,10.2,8.7,11.6
8,0.97,1.0072,0.82,1.7,0.0,11.1,9.5,12.7
7,0.88,1.0139,1.82,0.0,2.8,12.0,10.2,15.6
3,0.66,1.0174,2.88,0.0,9.6,15.8,8.7,20.9
2,0.54,1.0173,2.7,0.0,13.4,20.0,10.6,24.2
4,0.59,1.0166,2.88,0.0,9.5,20.7,13.8,26.0
1,0.54,1.0185,2.7,0.0,12.9,22.3,13.9,27.6
0,0.48,1.0161,3.15,0.0,13.2,23.5,16.6,29.7
0,0.5,1.013,3.2,0.0,13.2,24.1,17.0,29.6
6,0.59,1.0128,2.48,0.0,6.4,20.8,18.4,27.6
3,0.62,1.0158,2.56,0.0,6.9,22.1,17.0,26.4
2,0.66,1.0131,2.81,0.02,8.7,22.1,16.5,28.0
4,0.6,1.0102,2.76,0.0,8.3,21.1,17.5,27.4
3,0.51,1.0096,2.56,0.05,13.1,21.0,16.5,25.4
6,0.54,1.0093,2.9,0.0,9.3,20.0,16.5,23.5
6,0.62,1.011,2.59,0.24,7.0,16.2,13.9,20.4
8,0.76,1.0145,0.85,0.03,0.0,13.2,11.0,15.0
8,0.75,1.0139,0.92,0.15,0.3,14.5,12.4,18.0
6,0.67,1.015,1.15,0.01,0.9,16.3,12.6,21.0
3,0.6,1.0145,2.24,0.0,6.0,17.7,13.1,22.7
2,0.55,1.0117,2.23,0.0,13.4,19.9,11.9,24.9
1,0.5,1.0131,3.28,0.0,13.7,22.2,13.8,26.9
2,0.54,1.0166,3.32,0.0,13.0,23.1,15.6,28.1
2,0.5,1.017,3.23,0.0,13.4,24.9,17.1,29.8
2,0.53,1.0182,3.29,0.05,12.9,24.5,18.7,31.4
2,0.51,1.0185,3.22,0.0,13.3,26.9,19.2,32.2
1,0.48,1.0173,3.28,0.0,13.3,28.0,20.0,33.4
2,0.54,1.0165,3.03,0.0,11.1,27.2,21.4,32.7
2,0.46,1.0172,2.97,0.0,12.7,26.8,19.0,32.0
5,0.55,1.0142,2.83,0.0,9.7,24.6,20.6,28.7
7,0.73,1.0133,0.73,0.14,0.0,18.8,18.0,23.9
5,0.59,1.014,0.8,0.0,11.5,19.7,15.3,24.7
7,0.77,1.0146,1.02,0.33,0.5,17.8,16.1,22.2
8,0.86,1.0139,0.73,0.5,0.0,17.5,15.6,19.2
7,0.74,1.0148,1.42,0.1,1.8,18.7,16.0,22.9
6,0.79,1.012,1.69,0.12,3.0,17.6,16.6,22.4
4,0.66,1.0099,2.87,0.38,9.9,18.6,14.7,23.7
2,0.56,1.0151,2.83,0.0,12.0,18.7,13.9,23.0
2,0.48,1.018,3.02,0.0,11.0,22.6,13.6,27.5
1,0.51,1.0179,2.98,0.03,12.6,25.6,19.1,30.6
5,0.69,1.0138,2.81,2.07,9.5,22.5,19.3,28.0
7,0.75,1.009,2.41,1.99,6.9,20.2,16.5,27.0
6,0.65,1.0152,2.83,0.13,9.7,19.8,16.0,23.6
1,0.6,1.017,2.76,0.0,12.7,20.7,14.9,24.9
1,0.52,1.0182,3.2,0.0,13.6,23.2,14.6,28.1
1,0.53,1.013,3.31,0.0,13.0,25.8,19.2,30.8
6,0.76,1.009,1.81,0.53,3.6,18.5,16.4,28.0
2,0.6,1.018,1.82,0.0,12.6,20.0,14.0,24.6
1,0.5,1.0198,3.18,1.32,13.5,23.9,16.1,28.9
4,0.67,1.0215,2.61,0.32,8.3,20.5,16.0,24.3
0,0.55,1.0216,2.59,0.0,13.1,21.3,14.2,26.2
2,0.48,1.0125,3.24,0.0,12.6,24.6,17.7,30.1
2,0.56,1.013,2.68,0.0,8.8,25.6,20.4,30.6
1,0.53,1.0143,2.65,0.0,12.2,28.0,20.3,31.9
4,0.56,1.0092,2.38,0.02,6.9,26.3,23.6,31.0
3,0.7,1.0054,2.63,0.43,8.5,22.3,20.5,28.2
5,0.61,1.0055,2.52,0.26,7.8,21.7,17.5,28.1
8,0.83,1.0051,0.92,0.34,0.3,16.4,15.1,20.1
4,0.62,1.0078,2.7,0.0,9.1,21.1,15.2,26.4
4,0.58,1.0119,2.93,0.14,10.7,22.3,17.6,29.3
4,0.63,1.0126,2.5,0.0,7.8,22.7,16.6,28.1
3,0.66,1.0138,2.48,0.0,12.5,23.9,18.2,28.9
3,0.75,1.015,2.77,3.22,9.7,21.8,18.3,30.1
3,0.73,1.0153,3.08,1.26,12.0,21.8,17.2,29.0
6,0.79,1.0149,2.44,2.12,7.5,21.2,17.7,29.2
2,0.67,1.0152,3.01,0.0,11.5,24.6,18.3,29.5
1,0.6,1.0143,2.96,0.0,13.0,26.2,20.4,32.0
4,0.61,1.01,2.7,0.21,9.4,26.7,23.3,33.5
6,0.67,1.0074,2.4,0.08,7.4,23.7,20.4,29.0
7,0.76,1.0079,1.73,0.27,3.5,21.1,18.2,25.6
3,0.66,1.0102,2.77,0.0,10.0,23.7,18.7,27.7
2,0.6,1.0125,2.73,0.0,13.0,24.3,18.1,29.2
2,0.54,1.0126,3.1,6.25,12.6,26.5,18.7,30.6
6,0.78,1.0118,2.07,3.86,5.5,21.7,17.7,28.3
5,0.79,1.0114,1.21,2.13,1.3,21.0,18.4,25.1
6,0.7,1.0098,2.67,0.0,9.5,24.6,18.4,28.9
6,0.7,1.0072,2.37,2.3,7.5,24.4,21.7,29.9
7,0.87,1.0082,1.11,1.37,1.0,19.9,18.0,22.9
6,0.83,1.0097,1.5,0.06,2.6,20.9,18.2,25.4
2,0.71,1.0114,2.41,0.0,7.9,23.6,18.5,29.6
2,0.65,1.0111,2.66,0.3,9.7,25.3,19.3,31.3
2,0.73,1.0133,2.12,0.0,6.1,23.7,19.0,28.4
6,0.77,1.0113,2.44,1.52,8.3,22.0,19.4,28.5
5,0.78,1.0102,1.77,0.0,4.1,21.7,17.9,25.0
7,0.79,1.0119,1.05,0.0,0.9,21.8,18.7,24.9
4,0.74,1.0143,1.84,0.0,4.6,22.7,19.1,26.8
2,0.66,1.0149,2.9,0.0,12.0,24.7,19.0,29.9
2,0.61,1.0148,2.71,0.02,10.6,25.9,20.5,30.6
0,0.59,1.0127,2.79,0.0,11.3,27.7,22.4,33.0
1,0.7,1.0122,2.77,0.0,11.2,26.8,21.7,30.9
0,0.58,1.0099,2.82,0.0,11.7,29.4,22.9,34.8
3,0.59,1.0088,2.78,0.79,11.5,24.1,18.6,33.5
5,0.71,1.0132,2.02,0.0,6.0,21.5,16.9,25.5
6,0.67,1.0142,1.91,0.01,5.4,20.3,18.3,23.8
2,0.58,1.016,2.72,0.0,11.3,19.4,15.9,23.4
0,0.55,1.015,2.81,0.0,12.1,21.0,13.9,26.1
2,0.53,1.0138,2.58,0.0,10.3,23.3,16.9,28.8
4,0.57,1.0131,2.68,0.0,11.2,24.7,19.0,29.6
4,0.68,1.0147,2.03,0.04,6.5,20.7,19.2,27.7
5,0.63,1.0166,2.46,0.0,9.7,22.1,17.3,26.7
4,0.73,1.0134,2.64,1.71,11.2,22.3,18.3,29.4
5,0.7,1.0129,1.79,0.02,5.1,20.0,17.2,24.0
2,0.6,1.0194,2.66,0.0,11.6,18.3,13.1,23.1
2,0.54,1.0127,2.69,0.0,12.0,23.0,16.0,29.0
7,0.79,1.0106,1.39,0.51,2.9,20.3,19.0,25.1
2,0.62,1.0192,2.6,0.0,11.5,16.7,13.4,22.2
0,0.63,1.0198,2.65,0.0,12.0,19.6,11.9,25.1
2,0.62,1.0172,2.61,0.0,11.8,22.2,14.6,27.5
4,0.54,1.0133,2.48,0.0,10.8,23.2,18.2,28.3
6,0.58,1.0068,1.95,0.0,6.0,23.3,20.0,27.7
7,0.67,1.0083,0.63,0.67,0.0,22.0,18.5,25.8
8,0.94,1.01,0.63,1.44,0.0,18.3,16.9,21.4
7,0.83,1.0126,0.62,0.47,0.0,19.5,18.1,21.0
7,0.79,1.0134,0.62,0.03,0.0,18.7,18.2,20.1
6,0.73,1.0125,0.8,0.0,0.3,18.7,17.4,20.2
7,0.71,1.0138,1.17,0.0,1.7,20.3,17.1,24.3
6,0.78,1.0161,1.75,1.84,5.2,19.9,17.2,26.0
1,0.73,1.0161,2.37,0.0,10.3,21.3,15.7,27.3
4,0.68,1.0126,2.38,0.35,10.5,22.2,17.0,28.2
4,0.64,1.0098,2.21,0.18,9.1,22.7,17.1,28.3
5,0.71,1.0119,1.81,0.03,6.0,21.5,18.3,26.9
6,0.71,1.0134,1.03,0.04,1.3,21.0,19.8,25.1
7,0.83,1.0148,1.18,3.12,2.1,17.9,15.4,22.2
6,0.85,1.0159,1.05,0.89,1.5,16.5,14.9,19.5
6,0.79,1.0176,0.56,0.0,0.0,17.0,15.0,19.2
6,0.65,1.0189,1.14,0.0,2.0,17.3,15.4,20.3
0,0.61,1.0196,2.28,0.0,10.9,18.6,14.3,23.7
2,0.62,1.0196,2.01,0.0,8.5,20.1,15.0,25.9
6,0.84,1.0168,1.09,1.58,1.9,19.0,17.2,24.5
4,0.79,1.0135,1.72,0.0,6.3,20.0,16.4,25.5
8,0.84,1.0101,0.78,0.45,0.6,15.3,12.6,20.1
6,0.75,1.0147,1.6,0.16,5.6,12.2,10.3,15.8
0,0.71,1.0201,2.1,0.0,10.2,11.9,8.0,18.4
6,0.69,1.0169,1.25,0.1,3.2,15.1,9.6,20.2
6,0.8,1.0193,1.34,1.25,3.9,13.7,11.2,18.3
4,0.7,1.0235,1.83,0.0,8.1,14.1,11.3,19.7
2,0.68,1.0282,1.9,0.0,8.9,16.7,11.4,21.6
2,0.66,1.0291,2.03,0.0,10.4,16.4,10.3,22.9
1,0.67,1.0255,2.04,0.0,10.7,17.0,10.3,24.4
1,0.69,1.0237,1.96,0.0,10.1,17.1,11.2,23.6
6,0.73,1.0237,0.82,0.0,1.1,17.6,14.4,20.8
7,0.69,1.0245,0.46,0.0,0.0,14.6,13.8,17.7
6,0.6,1.0219,1.45,0.0,5.6,14.4,12.4,18.0
3,0.59,1.0196,1.42,0.0,5.5,14.3,11.2,19.6
5,0.63,1.019,1.56,0.0,6.9,14.1,11.2,19.5
2,0.7,1.0198,1.83,0.0,9.8,14.9,12.9,20.0
2,0.69,1.0213,1.74,0.0,9.1,16.3,12.6,23.0
1,0.71,1.0196,1.82,0.0,10.1,17.3,13.6,24.8
0,0.68,1.0194,1.75,0.0,9.6,18.8,14.1,25.5
0,0.67,1.0171,1.73,0.0,9.5,19.0,15.1,25.7
0,0.69,1.0161,1.66,0.0,9.0,18.7,14.2,25.3
0,0.67,1.0145,1.63,0.0,8.8,21.7,14.6,28.1
2,0.64,1.0122,1.62,0.0,8.9,21.6,16.4,28.6
6,0.75,1.0104,0.92,2.45,2.4,19.0,17.1,27.3
6,0.85,1.0116,1.06,0.7,3.6,18.6,15.9,22.4
7,0.77,1.013,0.39,0.24,0.0,17.7,15.5,21.9
2,0.76,1.0238,1.4,0.0,7.2,15.3,12.2,20.3
0,0.77,1.0271,1.58,0.0,9.4,15.0,10.1,20.0
1,0.72,1.0206,1.54,0.0,9.1,17.0,9.6,24.0
4,0.75,1.0125,1.08,0.05,4.3,17.2,11.9,22.0
7,0.87,1.0047,0.36,1.59,0.0,9.1,5.2,17.6
8,0.95,1.0061,0.36,1.08,0.0,7.6,6.0,8.3
5,0.74,1.0138,1.34,0.01,7.5,9.9,6.1,13.3
7,0.71,1.0239,0.35,0.0,0.0,7.4,6.8,10.2
7,0.67,1.0296,0.35,0.0,0.0,6.5,4.9,8.5
2,0.67,1.0309,1.36,0.0,8.3,6.0,3.2,10.8
4,0.6,1.0276,0.84,0.0,2.8,5.8,1.9,10.3
6,0.71,1.0228,0.72,0.0,1.9,6.8,4.6,10.1
6,0.81,1.0253,0.85,0.0,3.1,7.6,2.5,9.5
6,0.75,1.0274,0.32,0.0,0.0,9.1,7.2,11.0
5,0.71,1.0278,0.41,0.0,0.2,8.6,7.5,11.5
1,0.76,1.0251,1.23,0.0,7.7,8.7,5.4,13.0
0,0.7,1.0207,1.28,0.0,8.5,9.7,6.2,16.0
0,0.65,1.0165,1.29,0.0,8.8,12.6,6.1,19.8
1,0.64,1.014,1.22,0.0,8.1,14.5,9.5,20.2
7,0.6,1.0154,0.58,0.02,1.3,17.0,12.7,20.4
4,0.61,1.0145,1.02,0.0,5.8,18.1,15.4,23.1
6,0.64,1.0133,0.85,0.0,3.9,16.9,14.6,21.8
3,0.75,1.0158,0.68,0.0,2.3,14.7,12.9,17.6
1,0.74,1.0186,1.16,0.0,8.1,14.8,9.9,20.7
5,0.79,1.0181,0.62,0.0,1.9,12.7,11.0,16.9
2,0.73,1.0126,0.73,0.0,3.0,11.2,9.4,14.3
7,0.7,1.0099,0.51,0.0,1.1,13.0,10.0,15.7
5,0.77,1.0161,0.44,0.0,0.7,11.9,10.4,14.7
0,0.74,1.0154,1.09,0.0,7.9,10.3,8.4,15.0
5,0.82,1.0113,0.34,0.15,0.2,8.3,7.4,11.7
5,0.78,1.0113,0.63,0.0,2.3,9.9,7.5,14.9
5,0.83,1.0118,0.26,0.12,0.0,10.3,8.2,12.4
3,0.81,1.0145,0.68,0.08,3.0,9.5,7.8,13.4
7,0.87,1.0224,0.25,0.02,0.0,8.3,7.3,8.8
7,0.85,1.0251,0.36,0.0,0.4,6.1,5.7,8.5
6,0.77,1.0272,0.25,0.0,0.0,5.7,4.2,8.5
2,0.75,1.0298,1.02,0.0,8.0,5.1,1.8,8.8
4,0.73,1.0283,0.77,0.0,4.4,4.8,1.8,9.1
5,0.69,1.0277,0.29,0.0,0.1,3.5,2.3,5.9
1,0.73,1.0251,0.98,0.0,7.8,1.7,-0.2,5.8
6,0.7,1.0211,0.35,0.0,0.4,2.2,-0.4,4.4
5,0.74,1.0183,0.39,0.12,0.7,6.1,1.9,10.6
7,0.85,1.0179,0.47,0.37,1.4,6.7,4.9,11.4
7,0.89,1.0186,0.23,0.69,0.0,3.7,2.9,6.3
7,0.84,1.0137,0.26,0.6,0.0,1.7,0.4,4.0
7,0.83,1.0119,0.25,0.0,0.0,3.0,0.4,3.9
2,0.72,1.0185,0.81,0.0,5.4,5.4,3.9,8.0
2,0.79,1.021,0.79,0.0,5.2,5.3,3.8,8.4
5,0.78,1.0196,0.37,0.08,0.4,6.0,4.6,9.0
8,0.9,1.0175,0.25,0.97,0.0,5.0,4.5,5.8
8,0.95,1.0166,0.25,0.02,0.0,5.8,4.7,6.4
8,0.94,1.0163,0.25,0.23,0.0,5.8,5.1,7.0
8,0.96,1.016,0.24,1.9,0.0,4.4,3.9,5.3
8,0.96,1.0218,0.24,0.13,0.0,2.5,1.8,4.2
6,0.88,1.0212,0.36,0.0,0.4,3.7,2.3,5.1
0,0.88,1.0222,0.83,0.0,6.4,3.6,0.6,6.4
0,0.69,1.0214,0.9,0.0,7.8,7.2,3.3,11.9
0,0.67,1.0233,0.9,0.0,7.7,8.7,3.4,15.8
5,0.78,1.0234,0.49,0.0,1.5,7.7,3.3,10.9
6,0.71,1.0162,0.24,0.19,0.0,10.3,7.0,14.0
6,0.91,1.0124,0.61,0.02,2.9,7.8,7.3,10.4
5,0.91,1.0181,0.49,0.0,1.5,6.4,5.3,8.7
2,0.69,1.0209,0.7,0.0,4.3,9.9,4.6,13.8
3,0.76,1.0208,0.63,0.33,3.3,8.1,5.0,12.3
3,0.76,1.0249,0.71,0.0,4.5,4.9,2.5,8.7
3,0.5,1.0268,0.85,0.0,7.0,9.9,2.6,14.0
2,0.6,1.0227,0.89,0.0,7.6,9.9,6.2,14.6
1,0.73,1.0224,0.9,0.0,7.9,7.6,4.1,13.4
4,0.71,1.0218,0.73,0.34,4.8,9.4,4.0,12.7
8,0.87,1.0211,0.39,0.0,0.6,3.2,2.0,9.8
4,0.7,1.0168,0.86,0.06,6.9,-0.2,-1.5,2.8
8,0.84,1.005,0.24,1.07,0.0,-0.3,-2.0,1.0
5,0.85,1.0178,0.58,0.0,2.4,-4.9,-5.8,0.0
6,0.8,1.0287,0.75,0.0,4.9,-6.8,-8.0,-4.8
0,0.83,1.0345,0.85,0.0,6.6,-9.3,-11.1,-4.6
2,0.75,1.0386,0.89,0.0,7.3,-8.0,-12.7,-6.0
6,0.72,1.0334,0.25,0.12,0.0,-1.7,-6.2,0.3
6,0.7,1.0284,0.79,0.36,5.4,3.5,-1.3,7.4
5,0.78,1.0173,0.62,0.06,2.8,2.6,1.6,5.3
5,0.79,1.0232,0.68,0.53,3.5,0.8,-0.3,3.0
6,0.76,1.0238,0.51,0.0,1.5,-1.0,-2.0,1.2
3,0.67,1.0342,0.74,0.0,4.2,-5.5,-8.3,-2.0
7,0.67,1.0355,0.26,0.0,0.0,-2.4,-6.0,-0.6
7,0.67,1.0286,0.4,0.4,0.5,5.7,-2.6,8.2
5,0.76,1.0146,0.36,0.17,0.3,9.8,4.9,12.5
3,0.81,1.0133,0.95,0.47,7.4,4.7,1.3,13.7
2,0.77,1.0258,0.78,0.01,4.4,3.7,0.6,7.6
0,0.57,1.0259,0.99,0.0,7.8,6.9,1.7,14.0
1,0.66,1.0201,1.04,0.01,8.6,5.1,-0.4,13.5
2,0.65,1.0218,1.03,0.0,8.3,6.5,3.9,11.0
1,0.59,1.0205,1.04,0.0,8.4,7.9,3.0,12.7
3,0.51,1.0178,0.69,0.0,2.9,11.2,6.0,15.3
7,0.76,1.0175,0.28,0.36,0.0,9.7,8.0,13.5
