BASEL_cloud_cover,BASEL_humidity,BASEL_pressure,BASEL_global_radiation,BASEL_precipitation,BASEL_sunshine,BASEL_temp_mean,BASEL_temp_min,BASEL_temp_max
8,0.98,1.018,0.22,1.1,0.0,1.1,0.1,2.2
8,0.98,1.018,0.23,0.82,0.0,0.1,-0.7,1.6
8,0.97,1.018,0.23,0.09,0.0,1.6,0.2,3.4
8,0.83,1.018,0.23,0.01,0.0,-0.8,-1.6,1.6
7,0.91,1.018,0.45,0.0,1.0,-1.6,-3.0,1.1
5,0.85,1.018,0.78,0.21,5.0,0.9,-2.7,3.4
3,0.73,1.018,0.93,0.0,7.4,4.7,1.2,10.7
7,0.7,1.018,0.25,0.2,0.0,7.7,0.7,10.2
8,0.79,1.018,0.6,0.93,2.2,8.2,5.0,14.2
7,0.76,1.018,0.58,0.04,1.9,3.9,2.1,7.5
8,0.86,1.018,0.37,1.87,0.3,3.7,2.5,7.8
8,0.93,1.018,0.26,0.67,0.0,2.9,2.0,4.9
5,0.84,1.018,0.26,0.07,0.0,2.9,0.4,6.7
7,0.86,1.018,0.27,0.13,0.0,3.6,2.4,5.6
8,0.76,1.018,0.79,0.2,3.8,9.3,2.7,12.2
5,0.84,1.018,0.74,0.22,3.1,5.4,1.8,11.7
8,0.78,1.018,0.4,0.0,0.3,5.6,2.4,8.8
5,0.73,1.018,0.76,0.25,3.1,8.8,5.4,12.8
4,0.79,1.018,0.97,0.0,5.6,5.9,4.3,11.6
7,0.75,1.018,0.8,0.38,3.3,6.7,-0.2,12.6
8,0.92,1.018,0.3,0.04,0.0,6.7,6.2,9.5
3,0.84,1.018,1.18,0.0,8.2,7.9,4.3,15.3
2,0.78,1.018,1.22,0.0,8.6,7.7,2.4,16.1
3,0.84,1.018,1.17,0.0,7.7,7.2,2.4,15.5
5,0.85,1.018,1.28,0.01,9.1,5.3,2.0,14.1
8,0.99,1.018,0.32,0.0,0.0,2.4,1.2,3.6
3,0.86,1.018,1.25,0.0,8.1,5.7,0.7,13.8
5,0.94,1.018,0.99,0.01,4.5,2.8,-0.5,10.4
8,0.99,1.018,0.8,0.0,2.4,1.8,-0.3,6.8
5,0.86,1.018,1.15,0.0,6.1,4.5,-0.4,10.4
3,0.87,1.018,1.01,0.0,4.2,3.6,1.1,8.7
3,0.73,1.018,1.15,0.0,5.7,7.6,0.6,14.5
3,0.62,1.018,1.27,0.0,7.1,9.9,6.0,19.3
4,0.66,1.018,1.14,0.22,5.3,9.3,3.5,16.8
6,0.74,1.018,1.15,0.0,5.2,9.8,4.5,16.9
6,0.66,1.018,1.26,0.0,6.4,12.5,7.5,20.1
7,0.77,1.018,0.63,0.35,0.7,7.0,5.0,14.0
5,0.77,1.018,1.08,0.0,3.6,5.3,4.3,9.4
5,0.71,1.018,1.31,0.0,5.6,5.1,-1.0,12.0
8,0.9,1.018,0.49,0.02,0.1,5.4,4.8,7.6
4,0.83,1.018,1.39,0.0,6.1,5.2,2.6,12.0
1,0.78,1.018,1.67,0.0,9.1,4.7,-1.6,12.8
2,0.69,1.018,1.73,0.0,9.6,8.1,0.5,17.4
2,0.73,1.018,1.8,0.0,10.2,7.3,1.7,17.5
1,0.81,1.018,1.77,0.0,9.6,6.9,0.4,16.7
3,0.66,1.018,1.82,0.0,9.9,8.9,3.3,20.5
3,0.66,1.018,1.62,0.0,7.5,9.5,3.3,19.0
3,0.79,1.018,1.1,0.0,2.8,9.1,6.6,16.3
1,0.72,1.018,1.89,0.0,10.1,9.7,1.4,18.6
5,0.7,1.018,0.99,0.0,1.9,10.6,7.7,16.2
7,0.84,1.018,0.48,0.0,0.0,8.0,6.6,11.2
2,0.71,1.018,1.83,0.0,8.7,8.1,3.4,16.4
0,0.77,1.018,1.97,0.0,10.1,8.7,1.4,18.4
0,0.64,1.018,2.05,0.0,10.7,12.6,4.4,23.3
6,0.7,1.018,1.53,0.27,5.4,8.7,5.5,19.4
4,0.78,1.018,1.41,0.21,4.3,4.0,1.9,9.5
4,0.72,1.018,1.93,0.0,8.8,4.0,0.9,9.4
7,0.81,1.018,1.34,0.11,3.6,3.7,1.7,8.7
2,0.69,1.018,1.93,0.0,8.5,1.1,-1.3,7.1
0,0.68,1.018,2.2,0.0,11.1,4.6,-2.5,14.4
0,0.67,1.018,2.24,0.0,11.3,6.3,0.1,15.8
0,0.7,1.018,2.25,0.0,11.2,7.8,0.0,16.3
4,0.65,1.018,2.05,0.0,8.9,9.4,1.8,18.3
7,0.75,1.018,1.2,0.0,2.2,7.0,5.4,10.7
3,0.69,1.018,2.25,0.0,10.6,3.6,-0.7,10.2
5,0.56,1.018,2.01,0.01,8.1,8.0,-1.6,15.1
8,0.78,1.018,0.57,0.22,0.0,9.2,6.6,12.8
7,0.84,1.018,0.81,0.04,0.4,9.6,8.3,14.6
8,0.85,1.018,0.74,0.5,0.2,9.8,5.3,14.3
7,0.81,1.018,1.5,0.0,3.6,11.4,8.3,17.2
5,0.7,1.018,1.94,0.0,6.8,10.5,7.5,18.3
4,0.7,1.018,1.67,0.01,4.6,12.1,5.3,19.0
3,0.63,1.018,2.2,0.0,8.7,14.9,8.0,25.1
8,0.54,1.018,1.72,0.0,4.8,17.2,7.2,26.0
6,0.73,1.018,0.62,0.01,0.0,14.2,11.0,19.5
5,0.78,1.018,1.55,0.45,3.5,14.3,10.9,24.8
5,0.9,1.018,1.85,0.0,5.4,11.6,7.2,18.0
6,0.72,1.018,2.05,0.32,6.8,14.4,7.4,24.3
7,0.71,1.018,1.74,0.0,4.5,13.5,9.8,18.6
3,0.76,1.018,2.3,0.0,8.6,13.1,8.0,22.0
1,0.69,1.018,2.65,0.12,11.6,15.5,6.7,26.4
8,0.81,1.018,1.28,1.07,1.7,12.2,10.1,17.6
6,0.88,1.018,0.99,0.43,0.6,8.8,7.6,14.8
8,0.81,1.018,2.01,0.82,5.9,9.2,4.8,17.2
7,0.8,1.018,1.55,0.07,2.9,11.6,8.2,17.5
7,0.74,1.018,1.64,0.36,3.4,10.7,6.7,16.7
3,0.74,1.018,2.4,0.0,8.6,11.5,6.2,18.8
8,0.84,1.018,1.5,0.22,2.5,11.7,7.8,18.7
5,0.8,1.018,1.49,0.34,2.4,13.2,8.9,19.2
7,0.85,1.018,1.45,0.3,2.2,11.1,8.7,18.1
8,0.91,1.018,0.71,2.09,0.0,9.3,7.6,10.9
8,0.86,1.018,0.71,0.22,0.0,8.7,7.2,11.5
6,0.76,1.018,2.69,0.94,10.3,11.8,5.2,17.8
8,0.8,1.018,1.49,0.37,2.2,11.6,9.7,16.7
4,0.63,1.018,2.6,0.0,9.4,9.7,6.8,16.4
8,0.74,1.018,2.1,0.7,5.6,11.7,3.2,19.5
6,0.84,1.018,1.55,0.27,2.4,10.1,7.3,17.8
8,0.83,1.018,0.92,0.15,0.2,9.6,7.1,12.8
7,0.8,1.018,1.93,0.23,4.0,11.5,7.2,18.7
6,0.93,1.018,1.77,0.57,3.1,11.5,8.5,18.4
7,0.83,1.018,2.26,0.28,6.0,13.3,10.3,18.5
7,0.76,1.018,2.78,0.0,9.9,17.1,11.1,25.3
6,0.77,1.018,2.65,1.57,8.8,18.0,11.2,27.0
7,0.95,1.018,1.24,0.46,0.8,13.1,12.4,17.5
7,0.74,1.018,2.01,0.52,4.2,13.4,8.6,19.9
5,0.66,1.018,2.94,0.0,10.9,13.2,9.8,18.2
7,0.67,1.018,2.41,0.14,6.7,11.2,9.5,15.2
8,0.78,1.018,2.12,0.02,4.7,8.7,5.9,15.4
5,0.79,1.018,2.03,0.05,4.1,6.8,4.4,12.4
5,0.65,1.018,2.28,0.0,5.6,11.5,1.5,16.7
6,0.64,1.018,2.52,0.0,7.2,15.3,9.8,21.8
6,0.62,1.018,3.12,0.1,12.0,18.5,11.1,25.7
8,0.76,1.018,1.85,0.23,3.0,14.4,12.0,19.8
5,0.68,1.018,2.77,0.0,8.9,13.4,8.8,18.2
3,0.61,1.018,3.27,0.0,13.1,12.7,4.7,19.0
6,0.6,1.018,2.8,0.0,9.0,13.8,5.8,20.4
6,0.66,1.018,2.13,0.0,4.4,12.4,5.6,19.0
8,0.74,1.018,1.14,0.0,0.4,10.2,7.9,14.4
5,0.78,1.018,2.0,0.39,3.6,9.0,6.2,14.3
8,0.9,1.018,0.82,0.0,0.0,9.1,4.6,12.7
8,0.85,1.018,1.42,0.15,1.1,11.2,8.6,18.6
3,0.78,1.018,3.11,0.0,11.2,13.4,6.9,22.0
5,0.72,1.018,2.69,0.08,7.8,16.0,7.9,24.8
6,0.95,1.018,1.82,1.58,2.6,14.0,12.1,20.9
8,0.97,1.018,0.83,0.15,0.0,8.5,6.8,12.9
8,0.95,1.018,0.83,1.3,0.0,7.3,5.8,9.6
5,0.9,1.018,1.64,0.27,1.8,6.6,4.5,12.4
3,0.78,1.018,3.12,0.0,11.0,10.7,1.0,19.0
7,0.71,1.018,2.31,0.01,5.1,15.6,5.6,24.3
8,0.96,1.018,0.83,1.24,0.0,11.5,10.1,17.1
8,0.88,1.018,1.14,0.02,0.5,11.9,7.9,15.6
8,0.8,1.018,1.14,0.0,0.5,12.3,9.8,15.7
8,0.88,1.018,0.84,0.0,0.0,11.6,9.6,13.3
3,0.75,1.018,3.29,0.0,12.5,16.2,8.0,22.3
7,0.82,1.018,2.18,0.38,4.9,16.7,13.0,23.2
8,0.85,1.018,0.95,0.0,0.1,16.1,13.6,19.9
6,0.75,1.018,2.04,0.31,4.1,17.4,13.1,24.4
7,0.91,1.018,1.64,0.82,2.2,13.3,10.3,20.1
7,0.76,1.018,1.84,0.0,3.1,13.7,8.5,19.6
5,0.78,1.018,2.26,0.01,5.3,14.4,9.1,20.6
7,0.75,1.018,2.12,0.16,4.5,15.2,11.7,19.9
6,0.84,1.018,1.85,0.29,3.1,14.2,12.4,20.7
3,0.67,1.018,3.23,0.0,11.9,15.8,10.8,22.0
1,0.65,1.018,3.46,0.0,13.7,16.6,7.4,24.5
4,0.69,1.018,2.77,0.0,8.5,16.4,8.9,25.0
1,0.66,1.018,3.4,0.0,13.2,18.4,9.2,26.4
0,0.64,1.018,3.55,0.0,14.4,20.5,10.9,28.6
1,0.69,1.018,3.36,0.0,12.9,21.1,14.2,29.3
3,0.75,1.018,2.73,0.0,8.2,20.6,14.5,28.0
3,0.61,1.018,3.35,0.0,12.8,21.4,14.7,28.1
7,0.86,1.018,1.81,0.61,2.9,19.5,13.0,25.4
2,0.7,1.018,3.27,0.0,12.2,20.0,14.1,28.8
0,0.65,1.018,3.51,0.55,14.1,22.3,12.5,30.3
6,0.77,1.018,2.41,0.0,6.2,22.8,15.6,32.8
6,0.74,1.018,2.48,1.26,6.6,21.0,17.0,31.5
8,0.9,1.018,0.85,1.57,0.0,17.6,15.7,20.9
3,0.76,1.018,3.2,0.0,11.7,15.6,11.4,22.0
1,0.66,1.018,3.44,0.0,13.6,18.6,8.4,27.2
0,0.67,1.018,3.51,0.0,14.2,22.2,12.8,30.8
3,0.64,1.018,3.5,0.0,14.1,23.2,13.5,31.5
2,0.61,1.018,3.31,0.0,12.6,24.6,15.6,32.8
3,0.69,1.018,2.95,0.0,9.9,24.0,16.9,32.6
7,0.59,1.018,2.45,0.0,6.5,19.9,16.9,25.9
3,0.56,1.018,3.35,0.0,13.0,15.1,11.7,22.0
1,0.53,1.018,3.43,0.0,13.7,15.3,9.8,21.9
0,0.53,1.018,3.03,0.0,10.6,16.5,6.2,23.8
3,0.63,1.018,2.92,0.22,9.8,18.1,7.9,24.9
5,0.76,1.018,2.3,0.0,5.7,17.2,14.2,23.3
4,0.65,1.018,2.83,0.0,9.2,19.2,12.6,26.6
7,0.63,1.018,1.86,0.0,3.3,20.7,13.2,26.6
3,0.68,1.018,3.24,2.35,12.4,20.3,15.4,32.8
7,0.81,1.018,1.64,0.51,2.3,12.9,9.6,18.7
8,0.9,1.018,1.08,2.62,0.4,14.7,9.8,18.5
8,0.82,1.018,1.58,0.45,2.1,13.5,12.7,19.4
7,0.74,1.018,1.53,0.69,1.9,15.7,11.2,19.3
8,0.87,1.018,1.43,0.32,1.5,13.5,11.7,18.3
7,0.76,1.018,2.45,0.11,6.9,15.8,12.2,23.0
7,0.95,1.018,0.98,0.76,0.2,14.8,13.2,20.7
4,0.82,1.018,2.94,0.0,10.4,16.1,10.4,23.5
1,0.72,1.018,3.21,0.0,12.6,17.0,9.7,24.8
4,0.73,1.018,2.9,0.0,10.2,17.3,11.0,23.6
3,0.77,1.018,3.01,0.0,11.1,16.1,9.5,22.4
4,0.76,1.018,2.84,0.0,9.9,16.5,10.3,24.4
0,0.67,1.018,3.2,0.0,12.8,17.9,10.3,26.4
0,0.63,1.018,3.29,0.0,13.6,20.0,12.0,28.9
6,0.59,1.018,2.65,0.0,8.7,22.2,15.0,29.6
8,0.78,1.018,0.78,0.84,0.0,16.7,14.6,21.6
5,0.79,1.018,2.36,0.0,6.8,15.1,11.0,21.5
5,0.73,1.018,2.83,0.0,10.2,15.0,9.2,22.3
0,0.72,1.018,3.14,0.0,12.8,16.5,7.3,25.1
4,0.67,1.018,2.86,1.16,10.6,20.2,10.9,28.6
5,0.85,1.018,2.08,0.04,5.2,17.2,15.5,23.2
1,0.73,1.018,3.05,0.0,12.3,16.2,10.8,22.6
1,0.7,1.018,3.13,0.0,13.0,17.6,9.4,25.6
0,0.68,1.018,3.22,0.0,13.9,21.8,12.1,31.3
5,0.61,1.018,2.9,0.18,11.3,23.0,15.7,31.7
8,0.96,1.018,0.75,1.03,0.0,16.6,15.7,21.7
7,0.94,1.018,1.37,1.47,1.7,18.6,15.7,21.8
5,0.88,1.018,1.58,0.41,2.7,17.7,15.7,23.3
8,0.95,1.018,1.12,1.79,0.8,18.5,13.5,24.2
4,0.78,1.018,2.12,0.08,5.9,17.3,15.6,23.6
7,0.96,1.018,1.24,1.72,1.3,13.0,11.0,19.5
3,0.75,1.018,2.62,0.0,9.7,13.9,9.0,22.3
4,0.73,1.018,2.64,0.0,10.0,15.6,9.2,23.4
8,0.71,1.018,1.32,0.21,1.7,15.6,11.6,20.0
6,0.79,1.018,2.14,0.32,6.4,13.6,11.3,20.2
6,0.75,1.018,1.42,0.07,2.2,13.3,11.3,20.0
2,0.75,1.018,2.74,0.0,11.2,15.3,8.0,21.6
5,0.77,1.018,1.4,0.04,2.2,14.1,10.7,21.1
4,0.75,1.018,2.25,0.0,7.5,14.4,12.2,21.2
3,0.77,1.018,2.43,0.0,9.0,15.9,8.8,23.7
7,0.77,1.018,2.13,0.0,6.8,16.0,12.0,22.1
7,0.68,1.018,1.93,0.0,5.5,16.5,13.8,21.5
6,0.72,1.018,1.87,0.0,5.2,15.6,10.8,21.9
0,0.72,1.018,2.8,0.0,12.7,16.5,10.1,25.1
1,0.74,1.018,2.75,0.0,12.4,19.2,11.0,29.2
1,0.63,1.018,2.72,0.0,12.3,21.0,13.9,30.8
1,0.71,1.018,2.74,0.0,12.6,20.8,14.6,29.9
0,0.71,1.018,2.66,0.0,12.0,21.4,13.5,32.6
0,0.72,1.018,2.75,0.0,13.0,22.2,15.2,32.8
0,0.7,1.018,2.65,0.0,12.3,21.5,15.3,31.3
0,0.74,1.018,2.43,0.0,10.9,21.7,13.3,32.4
0,0.74,1.018,2.4,0.0,10.8,21.2,14.7,31.2
4,0.74,1.018,2.06,0.0,7.7,21.3,15.1,29.7
7,0.72,1.018,2.12,0.37,8.4,21.5,16.2,29.2
7,0.87,1.018,1.27,1.16,2.2,17.6,15.8,24.0
5,0.77,1.018,1.59,0.22,4.3,16.7,11.6,23.2
7,0.75,1.018,0.74,0.15,0.2,14.0,12.1,16.5
4,0.79,1.018,1.54,0.0,4.1,12.4,8.3,18.8
5,0.8,1.018,2.12,0.0,9.2,13.7,6.2,20.7
2,0.79,1.018,2.23,0.0,10.5,13.7,9.6,22.8
1,0.75,1.018,2.08,0.1,9.1,16.5,8.8,24.3
6,0.77,1.018,1.49,0.0,4.1,15.7,12.1,22.0
4,0.76,1.018,2.15,0.28,10.2,18.0,9.9,26.8
8,0.84,1.018,0.8,0.6,0.5,18.7,15.7,25.5
3,0.79,1.018,1.87,0.0,7.7,19.5,16.4,27.0
0,0.79,1.018,2.15,0.0,10.8,21.2,13.6,28.8
2,0.77,1.018,2.09,0.0,10.3,22.2,14.8,31.9
0,0.77,1.018,2.11,0.0,10.8,21.5,15.0,31.0
3,0.79,1.018,1.99,0.0,9.6,20.6,15.2,28.9
4,0.78,1.018,1.87,0.0,8.6,20.3,15.3,28.8
5,0.85,1.018,1.95,0.0,9.6,19.3,13.5,26.5
3,0.86,1.018,1.51,0.0,5.4,18.2,16.1,24.3
3,0.83,1.018,1.9,0.0,9.5,19.2,13.0,28.4
3,0.8,1.018,1.86,0.0,9.2,19.0,13.9,28.2
0,0.86,1.018,1.86,0.0,9.4,16.7,13.0,23.4
5,0.82,1.018,1.43,0.09,5.2,17.5,12.4,25.4
4,0.82,1.018,1.52,0.0,6.2,18.7,13.4,27.3
6,0.79,1.018,1.71,0.0,8.3,19.5,13.9,27.9
6,0.73,1.018,1.42,0.0,5.5,19.4,14.8,27.7
8,0.9,1.018,0.45,0.45,0.0,16.8,15.2,20.8
8,0.92,1.018,0.45,1.12,0.0,14.7,14.0,17.9
8,0.93,1.018,0.44,0.06,0.0,13.9,12.8,15.7
8,0.91,1.018,0.44,0.0,0.0,15.2,13.6,17.9
6,0.86,1.018,1.41,0.0,6.2,15.5,13.5,21.6
3,0.81,1.018,1.53,0.0,7.7,16.1,13.3,24.7
7,0.82,1.018,1.2,0.75,4.4,15.7,10.7,22.6
8,0.87,1.018,0.41,0.31,0.0,11.2,10.1,14.5
5,0.83,1.018,1.26,0.0,5.3,11.4,6.3,17.6
3,0.85,1.018,1.54,0.0,8.6,13.3,9.3,21.8
1,0.83,1.018,1.6,0.0,9.7,13.9,7.7,22.5
5,0.85,1.018,1.45,0.0,8.0,13.6,8.7,22.0
7,0.89,1.018,1.32,0.0,6.6,13.8,7.7,19.8
5,0.88,1.018,0.38,0.0,0.0,12.0,10.5,15.0
3,0.86,1.018,1.34,0.0,7.2,9.9,7.3,16.7
0,0.84,1.018,1.5,0.0,9.5,11.5,4.6,19.3
6,0.86,1.018,1.05,0.0,4.2,13.0,7.6,19.3
8,0.79,1.018,0.36,1.24,0.0,10.7,9.4,14.7
4,0.86,1.018,0.85,0.1,2.6,4.6,2.7,9.9
8,0.86,1.018,0.35,0.22,0.0,5.8,1.2,7.8
2,0.83,1.018,1.35,0.0,8.6,6.1,3.3,14.6
3,0.83,1.018,1.23,0.01,7.2,5.7,0.4,13.8
6,0.87,1.018,0.87,0.0,3.2,7.6,2.4,13.1
8,0.85,1.018,0.33,0.2,0.0,10.9,6.7,16.1
4,0.72,1.018,1.28,0.21,8.5,13.9,8.0,22.1
8,0.86,1.018,0.32,1.55,0.0,13.8,11.7,19.4
7,0.87,1.018,0.5,0.0,0.6,13.8,11.7,17.3
8,0.85,1.018,0.63,1.0,1.5,10.7,8.4,15.7
6,0.92,1.018,0.37,0.15,0.1,8.5,7.4,11.2
3,0.89,1.018,1.01,0.0,5.7,7.6,4.8,12.8
6,0.89,1.018,1.02,0.0,6.1,7.1,3.7,13.7
4,0.84,1.018,1.15,0.0,8.1,8.0,3.6,13.7
5,0.92,1.018,0.51,0.0,0.9,6.0,4.8,9.9
1,0.85,1.018,1.17,0.0,9.0,6.2,1.7,12.7
8,0.91,1.018,0.28,0.4,0.0,5.7,1.6,9.3
7,0.89,1.018,0.75,0.15,3.3,1.6,0.6,5.4
6,0.86,1.018,0.63,0.05,2.1,2.5,1.3,5.7
7,0.89,1.018,0.49,0.01,1.0,1.1,-0.8,4.2
8,0.87,1.018,0.26,0.0,0.0,2.8,0.6,4.6
7,0.8,1.018,0.34,0.34,0.2,7.3,2.2,10.4
8,0.89,1.018,0.26,0.94,0.0,8.2,7.2,10.8
7,0.8,1.018,0.9,0.0,6.2,6.3,4.0,11.5
8,0.84,1.018,0.46,0.0,1.0,5.4,2.8,9.3
8,0.9,1.018,0.48,0.31,1.2,3.9,2.3,7.0
5,0.94,1.018,0.38,0.04,0.5,4.5,2.6,7.7
8,0.96,1.018,0.24,0.0,0.0,3.6,1.7,4.4
8,0.95,1.018,0.24,0.0,0.0,4.6,3.6,6.1
6,0.86,1.018,0.55,0.0,2.1,4.1,1.5,8.6
8,0.87,1.018,0.23,0.0,0.0,4.0,2.4,6.8
7,0.77,1.018,0.49,0.0,1.6,4.1,3.0,6.0
8,0.94,1.018,0.22,0.0,0.0,-0.8,-2.4,3.6
3,0.83,1.018,0.73,0.0,4.9,0.7,-3.6,4.7
3,0.88,1.018,0.85,0.0,7.1,-0.1,-2.0,5.3
3,0.87,1.018,0.67,0.0,4.2,-0.1,-3.3,4.1
5,0.86,1.018,0.4,0.0,1.0,1.7,-2.6,4.9
8,0.93,1.018,0.21,0.21,0.0,4.2,1.4,5.8
5,0.87,1.018,0.76,0.23,6.1,6.8,4.4,13.5
8,0.92,1.018,0.21,0.28,0.0,6.9,4.9,9.2
3,0.81,1.018,0.43,0.0,1.4,7.6,5.2,14.0
6,0.82,1.018,0.57,0.0,3.3,5.3,2.0,10.3
6,0.94,1.018,0.2,0.0,0.0,0.9,-0.6,5.2
6,0.74,1.018,0.65,0.0,4.6,6.4,-1.1,9.3
8,0.73,1.018,0.32,0.29,0.6,11.2,8.6,12.7
8,0.82,1.018,0.26,0.31,0.2,8.4,5.5,12.9
8,0.8,1.018,0.35,0.42,0.9,9.9,4.6,13.0
8,0.66,1.018,0.29,0.0,0.4,15.1,11.8,17.6
7,0.67,1.018,0.46,0.26,2.2,11.5,8.3,19.1
7,0.7,1.018,0.43,0.01,1.8,2.8,0.6,8.3
4,0.68,1.018,0.66,0.0,5.9,1.0,-1.5,4.8
3,0.65,1.018,0.63,0.0,5.3,-0.5,-3.6,1.7
8,0.83,1.018,0.18,0.57,0.0,3.2,0.0,6.2
7,0.93,1.018,0.18,0.45,0.0,7.2,4.4,10.6
8,0.8,1.018,0.18,0.31,0.0,14.1,7.8,15.4
8,0.79,1.018,0.28,0.08,0.4,12.3,11.2,14.7
8,0.83,1.018,0.18,0.12,0.0,11.4,9.7,13.3
6,0.72,1.018,0.35,0.03,1.1,6.3,3.7,11.1
6,0.81,1.018,0.17,0.04,0.0,1.7,0.3,5.8
5,0.89,1.018,0.34,0.0,1.0,-2.8,-3.6,0.3
0,0.78,1.018,0.7,0.0,7.2,-8.1,-9.6,-3.0
0,0.89,1.018,0.69,0.0,7.0,-9.7,-12.2,-6.2
0,0.9,1.018,0.63,0.0,5.8,-7.8,-11.5,-3.2
0,0.92,1.018,0.67,0.0,6.6,-7.3,-11.0,-2.6
4,0.93,1.018,0.48,0.0,2.8,-2.9,-9.1,-0.5
3,0.94,1.018,0.6,0.0,5.1,-2.6,-5.4,1.2
8,0.92,1.018,0.17,0.0,0.0,-2.5,-3.2,-1.4
8,0.87,1.018,0.17,0.0,0.0,-6.6,-7.9,-2.4
5,0.9,1.018,0.49,0.47,3.0,-5.2,-6.5,-3.1
8,0.98,1.018,0.17,2.17,0.0,-2.3,-5.5,0.3
8,1.0,1.018,0.18,0.0,0.0,-3.8,-4.6,-1.8
8,1.0,1.018,0.18,0.0,0.0,-0.9,-3.7,0.5
2,0.95,1.018,0.55,0.0,4.0,-0.1,-0.8,1.3
7,0.92,1.018,0.35,0.0,1.0,0.8,-1.4,2.3
7,0.77,1.018,0.51,0.38,3.1,6.5,1.6,16.8
8,0.97,1.018,0.18,2.8,0.0,0.7,-0.5,7.8
8,0.98,1.018,0.18,0.1,0.0,-1.8,-2.7,-0.2
8,0.99,1.018,0.18,0.12,0.0,-5.3,-7.5,-1.9
6,0.96,1.018,0.18,0.0,0.0,-2.6,-6.3,0.0
8,1.0,1.018,0.18,0.0,0.0,-1.1,-2.8,-0.3
8,0.96,1.018,0.19,0.0,0.0,0.4,-0.7,1.2
6,0.95,1.018,0.55,0.0,3.4,1.7,0.0,4.4
0,0.92,1.018,0.72,0.0,6.6,0.4,-1.1,4.1
6,0.92,1.018,0.46,0.08,2.0,0.1,-3.7,2.2
8,0.77,1.018,0.42,0.09,1.5,6.0,0.7,9.9
8,0.89,1.018,0.19,0.5,0.0,5.9,2.9,13.4
6,0.8,1.018,0.46,1.87,1.9,7.6,1.9,11.1
8,0.92,1.018,0.2,0.6,0.0,4.0,3.2,10.3
6,0.78,1.018,0.6,0.0,3.7,2.9,1.0,7.5
5,0.93,1.018,0.3,0.0,0.3,1.4,-0.5,4.6
3,0.83,1.018,0.39,0.0,1.0,1.1,-1.4,2.9
4,0.79,1.018,0.7,0.0,5.2,2.7,-0.6,7.0
8,0.92,1.018,0.21,0.6,0.0,2.9,1.2,3.4
8,0.92,1.018,0.33,0.0,0.4,6.4,2.7,8.8
8,0.85,1.018,0.49,0.0,1.8,8.4,5.5,13.6
5,0.87,1.018,0.7,0.0,4.7,6.8,4.5,14.0
6,0.72,1.018,0.54,0.06,2.2,7.2,1.9,10.3
6,0.88,1.018,0.53,0.02,2.0,3.3,1.6,6.5
7,0.82,1.018,0.31,0.34,0.2,6.9,1.2,10.2
8,0.84,1.018,0.35,0.12,0.4,7.1,6.3,10.8
8,0.87,1.018,0.23,0.22,0.0,7.4,6.4,8.8
8,0.9,1.018,0.24,0.39,0.0,5.5,4.2,8.6
8,0.79,1.018,0.58,0.07,2.2,2.2,1.2,5.2
3,0.71,1.018,0.35,0.0,0.3,-3.4,-5.0,1.2
3,0.7,1.018,0.42,0.0,0.7,-5.7,-8.2,-3.2
3,0.74,1.018,0.84,0.0,5.4,-5.3,-8.3,-0.3
8,0.75,1.018,0.25,0.42,0.0,-4.9,-9.5,-1.8
7,0.84,1.018,0.44,0.11,0.7,-1.5,-4.3,2.5
7,0.83,1.018,0.64,0.0,2.4,-3.9,-7.4,2.8
8,0.88,1.018,0.26,0.16,0.0,0.5,-8.0,2.0
6,0.76,1.018,0.33,0.01,0.1,6.6,1.0,9.6
5,0.76,1.018,0.69,0.0,2.6,4.6,1.9,10.0
6,0.83,1.018,0.82,0.49,4.1,3.6,-0.3,8.2
8,0.87,1.018,0.28,0.0,0.0,4.7,2.7,8.0
8,0.86,1.018,0.28,0.0,0.0,2.5,1.5,4.6
8,0.77,1.018,0.52,0.0,0.9,2.0,-1.2,4.4
7,0.78,1.018,0.29,0.0,0.0,2.0,-0.9,5.2
8,0.66,1.018,0.3,0.3,0.0,6.5,-1.0,9.5
8,0.84,1.018,0.3,1.06,0.0,2.4,-0.1,8.7
8,0.82,1.018,0.78,0.16,2.8,-0.4,-1.5,2.5
4,0.8,1.018,0.9,0.25,4.0,-1.3,-5.6,2.1
8,0.75,1.018,0.39,0.33,0.1,5.3,-1.0,7.6
8,0.71,1.018,0.65,0.04,1.4,3.1,1.5,7.2
5,0.67,1.018,1.05,0.0,5.3,1.8,0.3,7.2
1,0.72,1.018,1.32,0.0,9.0,1.7,-1.9,8.6
1,0.74,1.018,1.26,0.0,7.9,1.8,-3.0,7.1
0,0.74,1.018,1.29,0.0,8.1,2.4,-3.6,8.8
5,0.6,1.018,0.68,0.0,1.3,0.0,-1.4,3.3
5,0.56,1.018,1.16,0.0,5.9,-0.9,-2.0,2.1
4,0.62,1.018,1.19,0.0,6.0,-3.3,-6.6,1.4
7,0.7,1.018,0.44,0.01,0.1,-1.7,-4.6,0.8
8,0.74,1.018,0.68,0.0,1.1,-1.1,-5.2,2.6
3,0.72,1.018,1.3,0.0,6.9,1.5,-1.7,7.6
8,0.88,1.018,0.38,0.88,0.0,-0.6,-3.4,0.9
8,0.89,1.018,0.4,0.0,0.0,-0.5,-1.2,0.0
8,0.81,1.018,0.41,0.0,0.0,0.2,-1.1,3.0
8,0.84,1.018,0.56,1.63,0.3,0.0,-4.5,5.0
