BASEL_cloud_cover,BASEL_humidity,BASEL_pressure,BASEL_global_radiation,BASEL_precipitation,BASEL_sunshine,BASEL_temp_mean,BASEL_temp_min,BASEL_temp_max
7,0.9,1.0259,0.21,0.44,0.0,4.3,2.5,5.5
8,0.9,1.0224,0.33,0.0,0.4,4.7,1.8,6.9
2,0.85,1.0161,0.65,0.0,6.0,3.5,2.2,6.2
0,0.86,1.0139,0.67,0.0,6.7,2.4,0.7,5.5
6,0.82,1.0158,0.35,0.05,0.6,3.8,2.5,5.9
3,0.76,1.0101,0.21,0.17,0.3,3.4,-0.4,9.6
7,0.68,1.0192,0.51,0.01,2.4,2.8,1.0,4.8
8,0.76,1.0071,0.2,0.43,0.0,6.3,2.5,10.6
8,0.7,0.9988,0.33,0.17,1.6,8.7,6.2,11.2
7,0.62,1.0052,0.58,0.3,2.4,8.9,6.2,12.4
7,0.79,1.0115,0.56,0.0,0.9,7.7,4.5,11.4
8,0.82,1.0064,0.13,1.02,0.0,7.4,6.3,8.4
6,0.74,0.9919,0.19,0.27,0.3,6.6,4.7,11.1
7,0.79,0.996,0.45,0.39,0.6,4.3,2.3,6.1
7,0.77,1.0114,0.42,0.05,0.9,2.8,0.3,4.7
8,0.74,1.0077,0.42,0.33,0.0,4.8,0.1,12.7
8,0.61,1.0101,0.45,0.01,1.2,7.3,4.6,9.2
5,0.72,1.0144,0.13,0.0,0.1,6.9,2.7,9.8
6,0.63,1.0099,0.36,0.0,0.6,5.7,0.7,10.3
7,0.69,1.0066,0.22,0.63,0.2,7.8,4.6,11.6
8,0.71,1.0042,0.18,1.12,0.0,7.7,4.1,12.8
8,0.9,1.0128,0.21,0.48,0.3,2.9,1.4,4.5
7,0.7,1.0082,0.28,0.67,0.0,3.9,1.2,8.0
7,0.68,1.0088,0.34,0.34,0.5,5.9,1.7,10.7
4,0.65,1.0124,0.78,0.12,4.2,4.1,1.7,6.6
8,0.72,1.0099,0.55,0.38,0.8,5.2,2.7,7.8
6,0.87,1.0115,0.18,0.72,0.1,3.3,1.4,6.3
1,0.77,1.0296,1.15,0.0,9.5,1.8,-1.0,6.2
1,0.58,1.031,1.2,0.0,9.7,2.6,-0.7,6.9
1,0.68,1.0283,1.16,0.0,9.3,3.0,-0.5,9.0
1,0.73,1.0252,1.18,0.0,8.9,3.9,-1.1,11.6
4,0.73,1.0253,0.85,0.0,5.4,2.7,-0.4,7.4
3,0.69,1.0262,1.1,0.0,5.8,2.7,-2.1,7.4
6,0.77,1.0263,0.51,0.02,1.7,3.6,-0.2,6.8
7,0.85,1.0287,0.47,0.0,0.2,2.6,-0.4,6.4
0,0.8,1.0319,1.16,0.0,7.1,1.1,-2.6,6.4
0,0.69,1.029,1.28,0.0,9.5,2.6,-2.7,9.2
7,0.81,1.0153,0.71,0.03,1.7,2.1,-1.9,6.4
7,0.86,1.0072,0.57,0.79,1.4,0.8,-2.0,4.2
7,0.88,1.0114,0.69,0.24,0.6,-0.7,-1.4,0.8
8,0.89,1.0164,0.56,0.23,0.0,-0.7,-1.5,0.4
8,0.87,1.0185,0.64,0.01,0.2,0.2,-1.0,2.0
8,0.84,1.0157,0.33,0.09,0.0,0.7,-0.1,1.8
7,0.78,1.0039,0.81,0.0,1.9,0.9,-0.3,3.0
8,0.71,1.0051,1.05,0.01,3.2,0.5,-0.5,2.8
6,0.73,1.0162,1.03,0.0,3.4,1.1,-0.5,4.5
7,0.65,1.014,1.44,0.0,7.6,1.1,-2.5,6.0
8,0.72,1.006,0.57,0.24,0.0,2.3,-1.7,7.0
7,0.89,1.0105,0.4,0.07,0.0,1.3,-0.1,2.9
6,0.78,1.018,0.3,0.4,0.3,0.3,-2.7,4.2
7,0.83,1.0138,0.67,0.17,0.4,3.3,1.5,5.4
5,0.72,1.0226,1.06,0.01,4.7,1.2,-0.9,4.5
5,0.69,1.0299,1.19,0.0,5.6,-0.3,-3.7,3.7
5,0.66,1.0298,1.28,0.1,5.5,1.0,-4.7,6.1
8,0.82,1.0278,0.4,0.18,0.0,4.1,2.4,5.1
8,0.77,1.0196,0.2,0.05,0.0,5.4,4.5,6.9
8,0.69,1.0152,0.46,0.0,0.2,5.8,4.9,8.4
8,0.65,1.0131,0.35,0.01,0.0,6.3,4.6,7.4
7,0.6,1.011,1.29,0.02,4.4,9.7,5.2,13.8
7,0.68,0.9975,1.16,1.51,2.8,8.9,4.4,12.6
8,0.82,1.0079,0.32,0.66,0.0,6.0,5.0,7.8
7,0.9,1.0141,0.42,0.26,1.2,5.3,3.3,7.1
7,0.84,1.0208,0.83,0.09,1.1,6.0,2.9,8.9
7,0.78,1.0167,0.84,0.25,1.9,10.6,6.3,15.8
8,0.88,1.0117,0.52,1.15,0.5,10.5,7.8,15.8
7,0.7,1.0177,1.26,0.0,3.5,8.2,5.3,11.3
8,0.76,1.0178,0.51,1.42,0.1,7.7,4.8,11.6
8,0.8,1.0198,0.4,0.46,0.0,7.5,4.9,11.2
8,0.73,1.0112,1.06,1.2,2.8,9.6,6.4,13.9
8,0.72,1.015,1.16,0.31,3.0,6.6,2.9,10.5
8,0.77,1.0199,0.81,0.22,0.9,5.4,3.7,7.9
7,0.71,1.0227,1.06,0.04,2.0,6.4,4.5,9.6
7,0.65,1.0125,1.34,0.0,2.5,8.4,4.0,12.8
8,0.75,1.0038,0.54,0.26,0.0,7.2,5.3,8.7
8,0.88,1.0092,0.3,1.25,0.0,4.4,3.3,5.4
7,0.74,1.0163,1.73,0.0,6.3,5.5,2.1,9.6
3,0.64,1.0171,2.18,0.0,11.1,6.8,0.3,13.2
7,0.73,1.0172,1.47,0.0,4.3,6.7,1.2,12.5
7,0.76,1.0165,1.25,0.0,0.8,7.0,2.5,12.1
8,0.83,1.0151,0.59,0.0,0.0,7.2,3.9,10.5
8,0.8,1.0129,0.64,0.0,0.0,9.1,6.8,12.6
8,0.8,1.0105,0.77,0.43,0.0,10.0,4.7,14.0
8,0.84,1.0134,0.46,0.05,0.0,10.8,8.6,13.7
8,0.86,1.0146,1.06,0.66,2.0,9.5,5.0,14.2
7,0.85,1.0217,1.21,0.01,4.0,5.6,2.4,10.9
0,0.68,1.0186,2.31,0.0,11.7,9.9,2.0,18.0
8,0.76,1.0115,0.94,0.34,0.5,11.1,8.4,15.2
8,0.86,1.0186,0.43,0.12,0.0,8.4,5.2,11.5
3,0.52,1.0235,2.48,0.0,12.4,8.5,1.8,14.4
5,0.56,1.017,2.01,0.0,7.1,11.6,3.6,18.6
7,0.62,1.0101,1.95,0.23,7.6,15.3,9.6,22.8
6,0.81,1.0112,1.16,0.09,2.5,13.7,11.0,19.0
3,0.67,1.0135,2.22,0.0,8.5,15.9,9.9,23.3
4,0.6,1.0085,2.36,0.07,10.4,17.1,9.6,24.9
7,0.84,1.0154,0.71,0.21,0.5,11.5,8.5,14.0
2,0.69,1.0185,2.33,0.0,10.2,12.0,6.0,19.0
3,0.63,1.0155,2.47,0.0,12.4,13.0,4.8,20.1
3,0.65,1.0133,1.97,0.0,5.9,10.1,6.4,15.3
0,0.49,1.012,2.68,0.0,13.0,8.5,1.8,15.8
0,0.52,1.0114,2.61,0.0,12.7,8.9,0.6,16.1
3,0.53,1.0137,2.15,0.01,8.0,9.9,2.3,16.5
8,0.84,1.0159,0.79,0.58,0.0,8.7,6.0,11.0
8,0.87,1.0159,0.83,0.24,0.0,9.2,6.6,11.5
4,0.73,1.0118,2.53,0.0,9.3,11.2,5.2,17.6
7,0.74,1.011,1.88,0.0,3.8,12.2,7.2,17.2
4,0.63,1.0067,2.56,0.0,8.4,16.1,9.1,23.2
7,0.76,1.0071,1.94,0.29,4.6,13.6,9.9,18.6
6,0.72,1.0099,1.77,0.4,5.4,12.7,8.9,17.2
5,0.78,1.0121,1.66,0.04,4.2,12.5,7.7,18.0
7,0.74,1.0152,1.24,0.0,1.7,13.7,9.5,19.2
0,0.66,1.019,2.91,0.0,13.7,16.2,7.0,24.5
8,0.68,1.017,1.75,0.0,2.4,17.0,10.7,23.7
7,0.82,1.0149,0.96,1.08,1.3,16.4,12.8,19.4
8,0.88,1.0179,0.99,0.08,0.0,14.2,10.8,17.9
7,0.85,1.0147,1.55,0.26,1.2,14.8,10.8,20.5
8,0.95,1.0107,0.65,0.31,0.0,13.5,10.8,16.5
6,0.73,1.0054,2.67,0.0,10.9,14.9,10.0,20.1
4,0.72,1.0058,2.76,0.02,9.4,16.6,10.0,23.7
7,0.76,1.0077,2.6,0.0,6.5,17.4,11.7,23.8
6,0.73,1.0086,2.76,0.0,10.3,17.8,12.0,23.9
7,0.9,1.0106,1.23,0.31,1.6,15.9,13.8,19.2
7,0.86,1.0093,1.51,0.08,0.6,15.8,13.7,19.6
7,0.85,1.0103,1.0,0.4,0.1,15.0,12.4,18.1
7,0.84,1.0133,1.86,0.2,3.9,14.0,10.2,19.1
8,0.86,1.0222,0.38,0.23,0.0,10.7,9.3,13.0
6,0.68,1.0264,1.88,0.0,4.0,10.5,6.1,15.4
0,0.58,1.0217,3.28,0.0,14.1,12.0,3.3,19.4
2,0.58,1.016,3.11,0.0,13.2,16.4,6.0,24.4
4,0.74,1.0176,2.32,0.07,6.7,17.2,12.4,23.1
5,0.71,1.0149,2.68,0.0,10.0,18.5,10.9,26.1
5,0.76,1.0115,2.1,0.22,5.1,18.2,13.9,24.7
8,0.85,1.0084,1.28,0.53,1.5,15.2,11.5,20.5
8,0.79,1.0089,1.2,0.01,0.3,12.5,9.7,16.1
8,0.92,1.0102,1.02,0.74,2.5,10.8,8.6,14.6
5,0.76,1.0119,2.17,0.39,6.8,13.2,8.0,19.6
7,0.72,1.0159,1.9,0.06,1.7,13.0,9.8,17.2
7,0.74,1.0169,1.79,0.04,1.6,13.6,10.3,18.2
7,0.7,1.02,1.8,0.0,2.8,15.2,11.8,20.1
6,0.76,1.013,2.51,1.92,9.1,17.7,10.3,23.5
8,0.88,1.0121,0.62,0.35,0.0,13.4,10.5,15.6
8,0.8,1.0159,1.18,0.43,0.0,11.4,9.2,13.7
8,0.97,1.0153,0.53,1.36,0.0,9.3,8.7,10.6
8,0.94,1.0141,0.57,0.11,0.0,10.3,8.7,11.7
7,0.81,1.0155,2.01,0.0,4.0,13.5,9.9,19.4
5,0.71,1.0157,3.07,0.0,10.7,16.3,9.9,23.1
5,0.68,1.0138,3.0,0.0,12.0,18.0,10.1,25.3
7,0.83,1.0095,1.38,0.9,1.2,17.1,14.5,23.2
5,0.81,1.0106,2.9,0.89,9.6,17.6,13.2,24.9
5,0.78,1.0139,2.63,0.0,7.4,17.3,11.9,23.4
3,0.76,1.0135,3.09,0.94,12.1,18.0,11.9,25.2
3,0.72,1.0145,3.16,0.0,12.0,19.1,12.7,25.8
5,0.8,1.0112,2.48,0.05,7.5,18.2,13.4,24.2
7,0.79,1.0118,1.55,0.04,1.2,16.6,12.3,22.2
4,0.65,1.0148,2.73,0.03,9.9,17.1,9.5,24.1
3,0.67,1.0187,2.6,0.0,9.2,18.2,12.3,24.7
3,0.66,1.0196,2.82,0.0,7.6,16.5,11.9,21.9
5,0.66,1.0199,2.71,0.0,8.0,16.0,11.1,21.4
4,0.63,1.021,2.76,0.0,8.4,18.9,11.6,25.4
3,0.6,1.0216,2.82,0.0,8.9,16.2,10.8,21.0
1,0.66,1.0162,3.21,0.0,13.4,16.0,8.1,23.4
7,0.74,1.0143,2.23,0.0,2.9,16.1,10.5,21.3
6,0.71,1.0122,2.07,0.0,3.4,17.4,13.9,22.7
5,0.7,1.0108,2.38,0.0,5.4,18.8,12.6,26.8
8,0.8,1.0105,2.03,0.79,2.6,17.5,14.5,24.2
4,0.76,1.0118,2.35,0.27,6.9,18.8,13.7,24.6
8,0.77,1.0125,1.77,0.11,4.1,19.8,14.9,25.4
6,0.86,1.0058,1.53,1.31,3.2,17.0,13.8,24.7
5,0.71,1.0053,1.73,0.51,4.9,16.7,12.5,20.8
6,0.71,1.0047,1.36,0.06,2.1,15.8,11.5,20.8
6,0.72,1.0071,2.14,0.08,4.5,18.6,13.5,24.2
8,0.81,1.0084,1.39,0.86,3.8,17.0,14.6,24.1
4,0.74,1.0174,2.87,0.01,9.6,19.0,14.0,25.8
4,0.78,1.0208,1.77,0.22,5.5,18.5,15.8,21.5
5,0.84,1.0193,1.74,0.47,4.8,17.1,13.5,23.2
3,0.73,1.0214,2.73,0.0,8.2,17.7,12.3,23.6
2,0.68,1.0214,3.16,0.0,13.6,19.4,12.2,26.0
4,0.67,1.0186,2.96,0.23,11.1,21.2,14.1,27.8
6,0.72,1.0188,2.27,0.0,5.8,18.8,15.0,23.0
7,0.71,1.0122,2.59,0.28,8.6,18.9,12.8,25.5
6,0.62,1.0162,2.47,0.73,7.4,17.1,13.9,20.5
6,0.81,1.02,1.12,0.27,0.9,13.3,10.7,16.1
7,0.75,1.0195,1.61,0.02,1.2,14.9,11.7,19.2
7,0.72,1.0176,1.83,0.0,3.0,16.3,9.9,20.3
6,0.71,1.0183,2.59,0.0,7.2,17.9,13.0,21.8
0,0.62,1.0183,3.19,0.0,14.3,18.4,10.7,26.6
1,0.56,1.0175,3.08,0.0,13.6,20.2,10.6,28.3
6,0.66,1.0187,2.69,0.0,10.0,21.6,14.4,27.4
5,0.7,1.0172,2.81,0.0,10.2,23.9,17.7,29.7
3,0.66,1.0125,2.8,0.08,12.3,26.4,19.3,33.5
6,0.84,1.019,0.73,0.68,2.2,17.6,13.2,22.8
2,0.7,1.0224,3.1,0.0,12.8,18.9,11.5,25.7
0,0.6,1.0183,3.03,0.0,13.4,22.8,14.1,31.6
6,0.87,1.0213,0.63,2.83,1.7,17.3,15.4,19.8
1,0.73,1.0179,2.93,0.0,11.8,18.9,12.7,25.2
5,0.82,1.0164,1.07,0.38,5.3,16.9,14.3,23.9
2,0.69,1.0216,2.54,0.0,8.4,16.6,12.0,22.3
1,0.68,1.0213,2.92,0.0,13.4,17.9,10.1,24.9
3,0.69,1.0175,2.58,1.4,10.9,20.9,11.6,29.0
6,0.78,1.0144,1.84,1.0,4.6,21.1,16.2,27.3
8,0.85,1.0136,1.17,1.55,2.8,16.9,13.8,19.6
5,0.77,1.0175,1.8,0.0,3.4,14.8,10.7,20.3
2,0.73,1.0201,2.61,0.0,10.1,16.6,10.4,22.8
0,0.68,1.0199,2.87,0.0,13.1,18.5,10.5,26.1
0,0.67,1.0176,2.79,0.0,13.1,20.5,12.6,28.3
3,0.67,1.0147,2.51,0.0,10.4,22.2,15.4,29.1
3,0.66,1.0153,2.53,0.0,10.4,22.6,17.1,28.4
5,0.69,1.0128,2.46,0.02,10.6,22.5,15.7,29.8
5,0.78,1.0141,1.91,0.12,6.0,21.8,18.3,27.5
5,0.86,1.0151,1.28,0.38,2.8,20.6,17.6,23.3
6,0.73,1.018,2.06,0.0,5.9,21.3,17.6,25.7
1,0.72,1.0149,2.55,0.0,12.2,23.7,15.7,31.3
2,0.72,1.0157,2.56,0.0,12.5,23.3,17.2,29.3
6,0.81,1.0172,1.53,0.06,5.1,20.1,16.3,24.9
5,0.76,1.0196,2.39,0.0,10.1,20.2,15.5,26.5
0,0.7,1.0167,2.51,0.0,11.9,21.3,13.5,28.7
4,0.71,1.011,2.02,0.11,7.0,22.3,16.1,28.2
7,0.86,1.0114,0.74,2.35,2.0,16.2,13.5,20.2
5,0.78,1.0143,1.94,0.02,6.1,14.9,10.5,19.7
7,0.8,1.0181,1.44,0.0,1.9,13.8,10.1,18.8
5,0.76,1.0184,2.06,0.0,7.1,15.4,11.4,21.2
5,0.76,1.0116,1.54,0.8,3.7,15.0,10.0,19.3
8,0.85,1.012,1.0,0.62,0.8,13.2,11.6,15.1
8,0.75,1.0176,0.61,0.03,0.0,13.8,12.2,15.9
4,0.78,1.0173,2.17,0.0,8.6,19.1,13.3,25.7
4,0.79,1.0107,2.0,0.59,8.8,20.7,14.3,28.2
7,0.81,1.0132,1.16,0.02,1.5,17.4,13.4,20.4
3,0.71,1.0179,2.43,0.0,10.6,14.8,9.3,20.7
5,0.71,1.0157,2.19,0.0,10.6,16.7,9.0,24.7
6,0.76,1.0066,1.69,0.73,6.5,18.2,13.2,27.4
5,0.78,1.0054,1.33,0.33,4.0,14.5,12.1,18.8
7,0.79,1.0106,0.73,0.29,0.2,14.8,11.4,19.2
7,0.72,1.0173,1.24,0.0,2.7,19.7,16.5,24.2
7,0.76,1.0225,1.42,0.0,2.3,20.3,14.9,24.9
4,0.72,1.0246,1.87,0.0,8.8,20.4,15.3,25.3
0,0.7,1.0251,2.19,0.0,11.0,16.4,11.7,22.9
1,0.7,1.0212,2.27,0.0,11.8,15.3,8.8,22.3
5,0.78,1.018,1.78,0.0,8.3,17.1,11.1,24.0
4,0.73,1.0221,1.75,0.0,6.9,18.5,13.9,24.3
5,0.78,1.0223,1.74,0.0,6.8,18.2,12.4,24.3
7,0.72,1.0182,1.21,0.01,1.2,17.6,15.2,20.5
7,0.82,1.0135,0.62,0.26,0.7,11.7,7.9,15.2
5,0.8,1.0158,1.28,0.94,3.8,10.6,7.2,14.6
7,0.9,1.0207,0.64,0.15,1.1,10.3,8.9,13.1
8,0.85,1.0226,0.92,0.0,1.0,10.6,7.8,14.9
8,0.85,1.0236,0.73,0.0,0.1,10.3,6.8,13.1
7,0.85,1.0275,1.28,0.0,1.4,11.3,8.0,15.7
7,0.84,1.0298,1.57,0.0,6.0,13.0,7.0,19.5
8,0.86,1.026,0.71,0.0,0.0,13.2,10.7,16.5
4,0.82,1.0181,1.61,0.0,7.2,14.0,9.2,20.1
5,0.81,1.0134,1.59,1.03,7.4,15.1,10.0,21.2
7,0.72,1.0136,1.11,0.02,2.2,15.2,11.9,18.5
5,0.66,1.02,1.77,0.0,7.4,15.6,12.6,19.5
7,0.7,1.0258,0.88,0.0,1.4,15.2,12.1,17.6
1,0.77,1.0265,1.82,0.0,11.2,15.5,10.4,22.4
4,0.73,1.0234,1.78,0.0,11.2,15.5,9.2,24.0
6,0.71,1.0169,1.33,0.0,5.2,16.8,10.2,23.9
8,0.84,1.0193,0.2,0.78,0.0,13.0,8.5,17.0
8,0.98,1.0251,0.15,2.64,0.0,8.9,7.7,9.9
8,0.97,1.0288,0.2,0.06,0.0,9.8,8.4,11.0
5,0.85,1.0265,1.14,0.0,4.3,12.6,9.3,16.7
7,0.86,1.0221,1.14,0.53,3.8,12.6,6.7,17.6
3,0.87,1.0183,1.32,0.02,7.1,12.6,10.1,17.3
6,0.85,1.0135,0.42,0.52,1.3,12.3,10.3,15.1
8,0.75,1.0108,0.39,0.58,0.0,12.9,9.8,16.5
5,0.72,1.0068,1.16,0.28,3.7,11.0,6.1,16.0
7,0.69,1.0161,1.08,0.01,3.5,9.8,8.0,13.2
3,0.59,1.0097,1.45,1.13,9.0,16.4,8.6,24.7
8,0.91,1.0162,0.32,0.71,0.0,11.9,9.5,20.2
8,0.93,1.0117,0.49,0.95,0.0,11.7,9.7,13.9
8,0.95,1.0103,0.46,1.06,0.2,12.6,10.9,14.7
5,0.88,1.0147,1.23,0.01,5.4,12.6,7.8,17.9
3,0.89,1.0161,1.12,0.0,5.6,13.9,11.4,19.0
8,0.96,1.0235,0.42,0.0,0.0,12.2,11.3,13.6
7,0.94,1.0235,0.63,0.0,1.2,13.2,11.7,16.8
4,0.89,1.0195,0.86,0.0,2.6,15.0,10.9,20.2
6,0.92,1.013,0.63,0.01,0.4,14.5,11.8,19.8
8,0.97,1.0108,0.13,2.05,0.0,13.5,12.8,14.8
6,0.91,1.0191,0.31,0.5,0.4,10.7,6.7,13.5
3,0.88,1.0244,1.12,0.0,6.9,8.6,5.5,13.6
8,0.93,1.0231,0.29,0.0,0.0,8.7,7.3,10.9
5,0.8,1.0192,1.07,0.0,7.2,10.6,5.0,16.1
7,0.92,1.0228,0.31,0.13,0.0,10.4,7.5,13.1
6,0.93,1.0238,0.73,0.0,3.1,9.8,7.3,13.5
3,0.86,1.0204,1.06,0.0,8.3,9.8,6.6,13.7
2,0.81,1.0185,1.07,0.0,8.7,11.9,7.6,19.1
3,0.82,1.0219,0.94,0.0,6.9,12.6,7.9,19.7
8,0.92,1.0259,0.3,0.23,0.0,9.8,6.7,12.6
7,0.82,1.0254,0.75,0.0,2.8,5.0,0.8,8.9
2,0.82,1.0253,0.9,0.0,6.1,2.3,-0.7,7.8
0,0.78,1.0248,1.03,0.0,8.7,3.3,-2.2,9.6
8,0.8,1.0224,0.28,0.0,0.0,6.5,2.1,10.9
3,0.77,1.0277,0.78,0.0,4.9,3.6,-1.5,8.1
3,0.65,1.0284,0.89,0.0,5.8,2.0,-2.1,6.1
5,0.75,1.0261,0.88,0.0,6.6,4.0,-1.3,10.2
3,0.85,1.0241,0.91,0.0,7.1,4.1,0.8,10.0
8,0.89,1.0236,0.32,0.0,0.0,2.5,0.6,4.7
2,0.78,1.0214,0.86,0.0,7.6,4.2,0.4,7.2
8,0.76,1.0205,0.19,0.0,0.0,6.7,4.5,8.4
8,0.79,1.0224,0.44,0.0,0.3,10.7,8.3,14.5
4,0.87,1.0256,0.62,0.0,4.2,10.9,8.3,16.5
7,0.88,1.026,0.69,0.43,2.5,10.6,5.8,15.6
8,0.89,1.0264,0.18,0.28,0.1,9.9,5.4,13.0
4,0.82,1.0319,0.72,0.0,6.7,4.5,1.5,8.8
5,0.89,1.0319,0.58,0.0,3.1,4.0,0.4,8.8
7,0.88,1.0301,0.28,0.0,0.4,5.3,1.6,9.2
2,0.83,1.0259,0.78,0.0,7.9,5.8,1.1,11.1
8,0.93,1.021,0.15,0.51,0.0,5.7,1.4,8.9
8,0.78,1.0228,0.2,0.0,0.0,5.8,3.4,8.6
8,0.8,1.009,0.22,1.72,0.0,3.5,0.2,5.5
7,0.91,1.0147,0.22,0.15,0.0,-2.8,-6.3,0.5
5,0.89,1.0282,0.34,0.07,0.6,-6.3,-9.4,-4.7
8,0.88,1.0304,0.43,0.01,0.0,-3.5,-7.2,-1.6
8,0.86,1.0297,0.54,0.0,2.4,-0.9,-2.1,1.5
3,0.86,1.0255,0.63,0.0,6.6,0.5,-1.8,3.6
8,0.89,1.0224,0.16,0.0,0.0,1.2,-1.0,2.2
3,0.86,1.0268,0.66,0.0,6.7,1.2,-1.8,4.6
6,0.82,1.026,0.52,0.0,3.1,0.4,-2.7,2.7
8,0.86,1.0176,0.12,0.03,0.0,4.9,1.3,8.3
8,0.91,1.0058,0.18,0.2,0.0,8.3,6.0,10.5
8,0.89,0.9987,0.26,0.04,0.0,6.9,5.8,8.8
8,0.96,1.0003,0.19,0.31,0.0,4.9,4.0,6.2
6,0.87,1.0114,0.28,0.0,1.0,5.7,2.6,8.1
8,0.8,1.0082,0.12,0.62,0.0,8.7,2.7,13.3
8,0.79,1.0076,0.13,1.61,0.0,8.7,0.4,13.4
7,0.83,1.0153,0.34,0.22,1.4,2.9,1.3,5.1
8,0.86,1.0267,0.26,0.09,0.9,2.2,0.9,4.1
6,0.84,1.0342,0.39,0.0,1.2,2.8,1.2,5.0
8,0.91,1.032,0.18,1.2,0.0,2.6,1.0,3.7
8,0.95,1.0307,0.18,0.73,0.0,5.6,2.8,8.1
8,0.84,1.0328,0.21,0.0,0.0,7.9,6.0,9.5
8,0.82,1.0284,0.18,0.18,0.0,5.2,3.3,6.2
6,0.87,1.033,0.28,0.0,0.6,3.5,0.9,6.0
8,0.83,1.0341,0.36,0.01,0.8,3.7,1.0,6.1
8,0.9,1.0287,0.12,0.07,0.0,3.5,0.9,4.8
6,0.79,1.0276,0.54,0.0,6.0,-1.3,-2.7,0.7
5,0.71,1.0296,0.44,0.0,2.6,-1.5,-4.9,0.9
7,0.79,1.0331,0.39,0.0,2.0,1.6,-0.1,3.7
7,0.73,1.0207,0.17,1.16,0.0,5.6,2.1,7.7
8,0.87,1.0233,0.15,0.07,0.1,3.0,0.6,4.3
7,0.87,1.0338,0.26,0.0,0.1,1.2,-1.2,3.2
7,0.83,1.0306,0.47,0.18,4.5,3.6,1.1,7.1
8,0.86,1.0236,0.22,0.07,0.1,6.1,2.7,9.8
7,0.73,1.0263,0.22,0.0,0.1,9.5,8.4,10.8
4,0.83,1.0294,0.56,0.01,6.8,8.3,3.8,11.4
8,0.89,1.0311,0.13,0.0,0.0,5.3,2.6,7.3
5,0.79,1.0333,0.46,0.0,4.1,5.4,2.2,8.2
2,0.89,1.0364,0.55,0.0,6.6,2.9,1.0,6.2
5,0.87,1.0382,0.51,0.0,2.9,3.3,0.6,7.9
0,0.87,1.0384,0.59,0.0,7.2,0.9,-2.2,4.7
8,0.92,1.0395,0.18,0.0,0.0,-0.3,-1.1,0.3
8,0.83,1.0379,0.16,0.0,0.0,0.7,-0.1,2.2
7,0.87,1.0363,0.2,0.0,0.0,-0.3,-2.3,2.8
0,0.77,1.0376,0.61,0.0,7.3,0.4,-1.5,3.6
0,0.85,1.0376,0.62,0.13,7.2,-0.4,-2.4,2.9
7,0.84,1.0333,0.41,0.28,1.7,2.6,-1.5,6.4
8,0.83,1.0193,0.2,0.1,0.0,5.4,2.7,6.7
7,0.84,1.0241,0.22,0.0,0.1,6.6,5.7,7.8
6,0.82,1.0269,0.26,0.0,0.0,6.2,3.8,8.7
5,0.89,1.0217,0.64,0.0,7.7,4.3,1.3,8.7
8,0.92,1.0249,0.19,0.0,0.0,4.2,0.7,6.4
2,0.88,1.0261,0.57,0.0,6.1,5.6,2.8,9.2
3,0.8,1.0262,0.53,0.12,5.6,6.3,2.5,11.7
2,0.81,1.036,0.66,0.0,6.9,6.6,2.3,11.1
6,0.87,1.0385,0.62,0.14,5.1,4.4,0.6,8.9
4,0.9,1.0409,0.46,0.01,2.1,5.8,2.0,7.9
6,0.91,1.0376,0.27,0.0,0.0,2.6,0.8,5.2
8,0.9,1.0368,0.15,0.0,0.0,1.8,-0.6,3.3
6,0.91,1.0377,0.55,0.0,3.8,1.9,0.4,3.5
5,0.82,1.0358,0.31,0.0,0.0,1.8,-0.5,3.7
0,0.82,1.0322,0.67,0.0,7.0,1.1,-1.3,5.0
4,0.84,1.0258,0.57,0.33,3.7,1.2,-1.2,3.9
8,0.84,1.0284,0.18,0.0,0.0,3.9,1.7,6.1
8,0.94,1.036,0.39,0.0,0.5,2.1,0.8,3.9
3,0.75,1.0329,0.65,0.0,5.3,2.1,-0.3,4.8
0,0.8,1.032,0.78,0.0,7.7,0.3,-1.6,4.0
0,0.8,1.033,0.8,0.0,7.6,-0.6,-2.3,2.8
0,0.83,1.0384,0.81,0.0,7.6,-1.3,-2.9,3.1
0,0.8,1.0401,0.85,0.0,8.0,-0.6,-5.3,4.5
5,0.94,1.0444,0.54,0.0,2.4,-2.7,-4.7,1.5
8,0.92,1.0452,0.33,0.0,0.0,-2.0,-4.0,-0.6
5,0.85,1.0438,0.81,0.0,6.7,-0.6,-2.2,3.1
0,0.8,1.0393,0.91,0.0,8.1,-0.4,-4.2,4.9
5,0.9,1.037,0.84,0.0,6.0,-2.2,-3.8,1.1
8,0.87,1.0355,0.8,0.0,5.8,-1.8,-4.2,3.2
2,0.83,1.0338,0.86,0.0,7.3,-0.6,-3.7,4.9
4,0.75,1.0357,0.87,0.0,6.0,2.5,-2.8,9.7
4,0.78,1.0379,0.48,0.0,0.6,4.6,1.2,9.4
0,0.81,1.035,0.94,0.0,8.2,3.6,-1.3,10.7
0,0.86,1.0309,0.99,0.0,8.4,2.3,-0.7,8.9
5,0.93,1.0261,0.8,0.0,4.3,0.6,-1.8,4.1
0,0.85,1.0314,0.95,0.0,8.0,1.7,-0.8,7.2
2,0.86,1.041,0.94,0.0,6.8,1.4,-1.0,6.8
4,0.79,1.0409,0.77,0.02,3.5,4.0,-1.4,9.0
3,0.7,1.0356,0.87,0.13,4.9,5.3,1.2,9.0
6,0.79,1.03,0.42,0.05,0.4,3.7,1.3,6.3
